id,word,pronunciation,frequencyId
914836ec-b273-4870-b61e-77123a4d0376,customer,ˈkʌstəmər,11111111-1111-1111-1111-111111111112
485b4f9a-1b76-4f8c-8a79-d291d5abe573,cut,kʌt,11111111-1111-1111-1111-111111111111
27557461-b9ae-42ab-a975-4ed4c07f67d8,cute,kjuːt,11111111-1111-1111-1111-111111111112
2490119f-b3e1-4b5f-8440-8c2335696a8a,dad,dæd,11111111-1111-1111-1111-111111111111
94ba949e-a0f8-455a-b06f-15dbe57050aa,daily,ˈdeɪli,11111111-1111-1111-1111-111111111112
2a65b4cb-d5cf-450c-984e-673385489c14,damage,ˈdæmɪdʒ,11111111-1111-1111-1111-111111111112
77d98b33-7c95-437d-b7b9-ffb3c3b29ebb,dance,dæns,11111111-1111-1111-1111-111111111111
4027574d-3e5e-45fb-b83b-30ba3e88c68b,dancer,ˈdænsər,11111111-1111-1111-1111-111111111113
8ca12acc-1b19-40cb-83d5-6433bf13dc1c,danger,ˈdeɪndʒər,11111111-1111-1111-1111-111111111112
90cbb8c1-a918-4418-9b87-86c5d44c2650,dangerous,ˈdeɪndʒərəs,11111111-1111-1111-1111-111111111112
ebb8051d-a686-4c1f-afde-e7c400a431e0,dark,dɑːrk,11111111-1111-1111-1111-111111111111
24453223-d040-4a13-b8a7-0578587a4061,darkness,ˈdɑːrknəs,11111111-1111-1111-1111-111111111113
0fd88936-6e52-4f26-81d7-86217b5ae3ff,data,ˈdeɪtə,11111111-1111-1111-1111-111111111112
bd5e13f6-b223-434d-ba5c-0092aff4dedb,date,deɪt,11111111-1111-1111-1111-111111111112
9210a725-2418-4745-b7aa-6a772aa6b604,daughter,ˈdɔːtər,11111111-1111-1111-1111-111111111112
9ad983a3-4c0e-442e-a835-eb74bea6f4c1,day,deɪ,11111111-1111-1111-1111-111111111111
97e1e91f-dcc0-4bc1-91e1-d0002a45d32a,dead,dɛd,11111111-1111-1111-1111-111111111112
66a7ab73-53ca-4822-b788-ac85e2c78091,dear,dɪr,11111111-1111-1111-1111-111111111112
0f639b44-6b2b-46ec-8c1d-b75cd6317754,death,dɛθ,11111111-1111-1111-1111-111111111113
306b58dc-7a9e-4278-a43d-911122f71cbd,decide,dɪˈsaɪd,11111111-1111-1111-1111-111111111111
bf3009c1-3672-4cd5-999f-1b13a5c4a356,decision,dɪˈsɪʒən,11111111-1111-1111-1111-111111111112
78fbc812-8017-4685-a8b0-051864432d77,decrease,dɪˈkriːs,11111111-1111-1111-1111-111111111112
89a2544c-17bd-434b-bca0-01b3073ac07a,deep,dip,11111111-1111-1111-1111-111111111112
9f20545c-a726-427b-a564-59646ac5b74f,deeply,ˈdiːpli,11111111-1111-1111-1111-111111111112
78197e3e-d1b1-4a74-b324-c6d92e359848,deer,dɪr,11111111-1111-1111-1111-111111111113
44ef1f0a-752a-41b9-8c82-43452e68a41c,degree,dɪˈɡriː,11111111-1111-1111-1111-111111111112
03793964-d81b-4911-ac8a-56d7c4a66ee6,delicious,dɪˈlɪʃəs,11111111-1111-1111-1111-111111111112
08443a2e-dd9b-4046-b145-bdf398217a1e,deliver,dɪˈlɪvər,11111111-1111-1111-1111-111111111112
5804f872-18d2-4688-a6c4-55139322fc28,delivery,dɪˈlɪvəri,11111111-1111-1111-1111-111111111112
ac240c45-916b-4bd5-934d-b1e4e4217911,demand,dɪˈmænd,11111111-1111-1111-1111-111111111112
b755a14e-2b68-49fe-adeb-51b999371905,department store,dɪˈpɑːrtmənt stɔːr,11111111-1111-1111-1111-111111111113
b1474d7d-665c-476f-a16e-8634ad9700eb,depend,dɪˈpend,11111111-1111-1111-1111-111111111112
dbc33a57-bd1d-456d-8980-7873e67a56cc,depth,dɛpθ,11111111-1111-1111-1111-111111111113
e5f6a7be-f871-484e-8a16-d50b045a5f51,desert,ˈdezərt,11111111-1111-1111-1111-111111111112
7434d507-f476-4c66-9c9b-f8387bd55383,design,dɪˈzaɪn,11111111-1111-1111-1111-111111111112
03e57192-9a10-4bf0-b756-1c716f99f919,designer,dɪˈzaɪnər,11111111-1111-1111-1111-111111111113
f1649b5a-683f-4611-83bc-ea398bf11f7a,desk,dɛsk,11111111-1111-1111-1111-111111111111
5e305137-6df2-41d8-8625-e626b6262ad1,destroy,dɪˈstrɔɪ,11111111-1111-1111-1111-111111111112
a396a4a0-ae41-488b-8e99-1bac6c239688,develop,dɪˈveləp,11111111-1111-1111-1111-111111111112
a716a0c3-3b35-4df7-bfcf-3cf41d260e6a,development,dɪˈveləpmənt,11111111-1111-1111-1111-111111111112
46410923-64f3-4e97-a112-7892438076f4,device,dɪˈvaɪs,11111111-1111-1111-1111-111111111112
40e6eb6b-9032-46fd-bfe5-c9cf23719573,diary,ˈdaɪəri,11111111-1111-1111-1111-111111111112
8c3aee2a-68bf-42b2-8c37-3a53a03f5649,dictionary,ˈdɪkʃəneri,11111111-1111-1111-1111-111111111112
69b128dd-327d-49be-a748-ebfdb68e603c,did,dɪd,11111111-1111-1111-1111-111111111111
9ca53c70-70b7-42b9-9a3f-202bdb816699,die,daɪ,11111111-1111-1111-1111-111111111112
54801da5-b1ca-432b-8e54-aef42ef9e62c,difference,ˈdɪfərəns,11111111-1111-1111-1111-111111111112
5ddaa045-031a-4335-9934-e0cccac4702e,different,ˈdɪfərənt,11111111-1111-1111-1111-111111111111
867c7749-b699-408a-a7f0-0f81b9b96506,differently,ˈdɪfrəntli,11111111-1111-1111-1111-111111111112
d807d862-7d1e-4737-8237-02bcebcf0599,difficult,ˈdɪfɪkʌlt,11111111-1111-1111-1111-111111111112
77c036ab-c199-45b7-8b32-7eb7f1aba142,difficulty,ˈdɪfɪkʌlti,11111111-1111-1111-1111-111111111112
be450bac-d6d2-4b61-a3b7-d20c5b20441e,dig,dɪɡ,11111111-1111-1111-1111-111111111112
c8a26ef6-fb5c-49c2-8eee-c1fbfe2055db,dinner,ˈdɪnər,11111111-1111-1111-1111-111111111111
da50ef7c-206f-43b7-ad9e-28b820974f73,dinosaur,ˈdaɪnəˌsɔr,11111111-1111-1111-1111-111111111113
3760aede-f940-48ce-9311-6f1abc66d003,direct,dəˈrɛkt,11111111-1111-1111-1111-111111111112
90577626-42f7-4065-b5fa-c54d0edd39ed,direction,dəˈrɛkʃən,11111111-1111-1111-1111-111111111112
6ffc4f85-3647-4168-af48-15fa244b313a,directly,dəˈrɛktli,11111111-1111-1111-1111-111111111112
cea28c25-598b-4e29-b39f-d9acb562c380,dirty,ˈdɝːti,11111111-1111-1111-1111-111111111112
2d4cfbdb-9fde-403f-8844-90952ccaabf3,disadvantage,ˌdɪsədˈvæntɪdʒ,11111111-1111-1111-1111-111111111113
22808bdf-4043-40de-9ac2-67caa1d8e128,disagree,ˌdɪsəˈɡriː,11111111-1111-1111-1111-111111111112
acc18067-88f1-4e9b-9347-58584129d108,disappear,ˌdɪsəˈpɪr,11111111-1111-1111-1111-111111111112
bb1c777d-b011-49ee-be6c-ddf6b80355c5,disappointed,ˌdɪsəˈpɔɪntɪd,11111111-1111-1111-1111-111111111112
98a77ab1-fd94-46a5-a6f3-302679d42def,disaster,dɪˈzæstər,11111111-1111-1111-1111-111111111113
c860643d-cd67-44b4-bc66-ad3c08b679f7,discover,dɪˈskʌvər,11111111-1111-1111-1111-111111111112
51058668-fab2-4a67-97ae-3a339d6e5a51,discovery,dɪˈskʌvəri,11111111-1111-1111-1111-111111111113
2817f179-ea15-4a20-adb7-35b7f29c0c94,discuss,dɪˈskʌs,11111111-1111-1111-1111-111111111112
b799428a-a317-4733-863a-f7af7f35a306,discussion,dɪˈskʌʃən,11111111-1111-1111-1111-111111111112
7f70886a-77ab-477a-bd0a-ef93e4a4b459,disease,dɪˈziːz,11111111-1111-1111-1111-111111111112
c608457f-623c-4442-8eb8-91996917b112,dish,dɪʃ,11111111-1111-1111-1111-111111111112
a0d26957-c93c-4d13-ad41-431b6bd06847,display,dɪˈspleɪ,11111111-1111-1111-1111-111111111112
de201f76-64d6-4396-ab93-ffb5330343f3,distance,ˈdɪstəns,11111111-1111-1111-1111-111111111112
046ae8fa-8575-43e3-b485-8e0efadf55d2,distant,ˈdɪstənt,11111111-1111-1111-1111-111111111112
22583d80-b0b8-4f48-93dd-403337e8bad9,divide,dəˈvaɪd,11111111-1111-1111-1111-111111111112
8fddd193-3110-4e97-812e-56ef08ebf271,do,duː,11111111-1111-1111-1111-111111111111
7d245f0f-220c-4a8f-b2d2-ab3a95da6189,doctor,ˈdɑːktər,11111111-1111-1111-1111-111111111112
03c2fe33-c000-4cb4-b64a-1dff2d0f210c,does,dʌz,11111111-1111-1111-1111-111111111111
6ad7fda2-a546-4c73-aa74-b357fd889aca,dog,dɔːɡ,11111111-1111-1111-1111-111111111111
f3988b6a-e8bd-4519-b220-a68200808865,doll,dɑːl,11111111-1111-1111-1111-111111111113
db9a7613-187d-46bc-9ebf-aae08a97085f,dollar,ˈdɑːlər,11111111-1111-1111-1111-111111111112
3f6cf438-b460-40e8-83eb-b63637b592ab,dolphin,ˈdɑːlfɪn,11111111-1111-1111-1111-111111111113
682acba6-eebc-4373-a54d-8820a176cb56,done,dʌn,11111111-1111-1111-1111-111111111112
42184f38-7c22-47e2-a6ff-ec17617abe98,door,dɔːr,11111111-1111-1111-1111-111111111111
5c18d0a0-16a0-490c-b3b1-db1e4862f422,double,ˈdʌbəl,11111111-1111-1111-1111-111111111112
dbcfae96-d4da-4e1c-9a6d-074625020fdb,down,daʊn,11111111-1111-1111-1111-111111111111
f30d48bc-a963-41b1-aaf4-2b381b7c9f4f,drama,ˈdrɑːmə,11111111-1111-1111-1111-111111111112
eaec05ed-c3ee-45d7-989e-d667bfe7865f,draw,drɔː,11111111-1111-1111-1111-111111111112
d71b3847-c397-45f3-84e5-5dc37a25df64,dream,driːm,11111111-1111-1111-1111-111111111111
7c3fce6a-44a6-4128-90f8-92cd8cdea4eb,dress,drɛs,11111111-1111-1111-1111-111111111111
188091ca-3d5b-4c42-8f77-7cc330cdb6e4,drill,drɪl,11111111-1111-1111-1111-111111111112
e511d87f-411a-44ba-be3f-1b4cbca292e3,drink,drɪŋk,11111111-1111-1111-1111-111111111111
66ea66f7-9f1a-4524-8177-01529364e606,drive,draɪ,11111111-1111-1111-1111-111111111111
9911b11b-c232-4bb0-b0e1-f315161732af,driver,ˈdraɪvər,11111111-1111-1111-1111-111111111112
18890518-82a7-459a-b38c-0d6bbc17a118,drop,drɑːp,11111111-1111-1111-1111-111111111112
064f397d-15dc-4fc0-bc21-0ac8a1268eed,drum,drʌm,11111111-1111-1111-1111-111111111113
87566a9f-9898-4f1d-a449-d2cbb147fdb7,dry,draɪ,11111111-1111-1111-1111-111111111112
ef8e72e0-f8d4-4d18-a460-5fdc76e71dda,during,ˈdʊrɪŋ,11111111-1111-1111-1111-111111111112
59c84aa0-d53b-4e66-8f2a-f0ac19403c62,dust,dʌst,11111111-1111-1111-1111-111111111112
1869de86-de0c-49d7-abfd-f0ffd20ae9f0,e-mail,ˈiːmeɪl,11111111-1111-1111-1111-111111111112
f414dd5b-0654-4340-8db6-3061538cf128,each,iːtʃ,11111111-1111-1111-1111-111111111111
cc435551-2b46-40b8-81e9-c88d4624834b,ear,ɪr,11111111-1111-1111-1111-111111111111
e96b63f3-2562-42dd-b3c5-c9bba6482317,early,ˈɜːrli,11111111-1111-1111-1111-111111111111
6b9d7e2f-660c-4692-8cef-5aff0df1aeff,earn,ɜːrn,11111111-1111-1111-1111-111111111112
9d9e0e92-56da-47e7-b1db-f53d8871bc27,earth,ɜːrθ,11111111-1111-1111-1111-111111111112
f97752bc-902b-4fe6-857a-a9e4e0dfc212,earthquake,ˈɜːrθkweɪk,11111111-1111-1111-1111-111111111113
fa3780a2-99be-40de-bd5d-9015d7cc3bf4,easily,ˈiːzɪli,11111111-1111-1111-1111-111111111112
d02571a1-2259-4b86-adc7-3d78b232a796,east,ist,11111111-1111-1111-1111-111111111112
ec01a63c-b72c-4336-8d3d-a39409170714,eastern,ˈiːstərn,11111111-1111-1111-1111-111111111112
732f93ad-d4c4-4fdd-b6a5-08a5b5106a67,easy,ˈizi,11111111-1111-1111-1111-111111111111
fc98c494-f505-4ef9-a525-8b13a63fe9bf,eat,it,11111111-1111-1111-1111-111111111111
fedb9d32-667b-4d36-8ec1-8cb9d7f7d6e8,economy,ɪˈkɑːnəmi,11111111-1111-1111-1111-111111111112
7052c7ea-678f-4029-82e8-ca09f0db78fb,education,ˌedʒuˈkeɪʃən,11111111-1111-1111-1111-111111111112
14b878ca-4f52-435b-a7de-65961671c7e7,educational,ˌedʒuˈkeɪʃənəl,11111111-1111-1111-1111-111111111113
c220a3d3-1abd-4cc8-a471-c07ebb41a44a,effect,ɪˈfɛkt,11111111-1111-1111-1111-111111111112
782782d9-c0a6-44b5-81de-ecc536686e52,effective,ɪˈfɛktɪv,11111111-1111-1111-1111-111111111112
cf1d2f90-0350-4105-a70b-d269c289f8da,effort,ˈefərt,11111111-1111-1111-1111-111111111112
dd639390-f19d-4d10-a30c-112c08d9c463,egg,eɡ,11111111-1111-1111-1111-111111111111
a75e0b64-9d2c-4ab7-9241-2c95cecd8670,eight,eɪt,11111111-1111-1111-1111-111111111111
ca04bade-e3b1-4c38-83ea-8f5787af689a,eighteen,ˌeɪˈtiːn,11111111-1111-1111-1111-111111111112
48fb67ef-431b-4cee-b383-561069627ede,eighteenth,ˈeɪtiːnθ,11111111-1111-1111-1111-111111111113
082f336c-2678-422e-824d-64fd3c54c4ee,eighth,eɪθ,11111111-1111-1111-1111-111111111113
552d8c97-0224-4b45-a089-07930265bb30,either,ˈiːðər,11111111-1111-1111-1111-111111111112
6a8f6eb3-7b59-4fa3-bb6f-48d7bf90114f,elderly,ˈɛldərli,11111111-1111-1111-1111-111111111113
e09b6a18-20d2-422a-9ad3-2c344e5b14cf,electric,ɪˈlɛktrɪk,11111111-1111-1111-1111-111111111112
ea0b2522-42ff-453d-ae59-602a81c45528,electricity,ɪˌlɛktrɪˈsɪti,11111111-1111-1111-1111-111111111113
f76fdfca-2a89-4aa6-9edf-ac970b92a862,elementary school,ˌelɪˈmentəri skuːl,11111111-1111-1111-1111-111111111112
aa0347ce-4a26-426f-8d1a-84ebb9ffa009,elephant,ˈelɪfənt,11111111-1111-1111-1111-111111111113
998c63ff-0fe7-4967-a60b-2946060a867a,elevator,ˈelɪveɪtər,11111111-1111-1111-1111-111111111113
3ebced54-32ed-4fe8-9798-80e7c6c1c8e5,eleven,ɪˈlevən,11111111-1111-1111-1111-111111111111
f2564b62-96e8-4fd0-a421-2a6417ec4ed3,eleventh,ɪˈlevənθ,11111111-1111-1111-1111-111111111112
e1bb5933-c7f0-47c2-a21e-26a78f00493c,else,ɛls,11111111-1111-1111-1111-111111111112
d56d269f-858b-48be-bd82-063c912352bb,embarrassed,ɪmˈbærəst,11111111-1111-1111-1111-111111111112
af00712a-6752-4ba3-81cd-f1a04f48f593,embarrassing,ɪmˈbærəsɪŋ,11111111-1111-1111-1111-111111111112
6ac69a0b-a866-47f9-a69e-177c984aaa75,emergency,ɪˈmɜːrdʒənsi,11111111-1111-1111-1111-111111111112
75f0ad3d-d293-4d6b-a9d2-6be9f7f5f5f9,empty,ˈempti,11111111-1111-1111-1111-111111111112
e23e442f-935c-49df-820d-4c6f326d64ec,encourage,ɪnˈkɜːrɪdʒ,11111111-1111-1111-1111-111111111112
f2cbdbdd-e418-48bb-bc61-fc4d8bd20a0d,end,ɛnd,11111111-1111-1111-1111-111111111111
8f2a3119-d4c0-466e-9d3b-5e35b923a32a,enemy,ˈenəmi,11111111-1111-1111-1111-111111111112
df70be89-0a64-4376-85a1-88b0091a0487,energy,ˈenərdʒi,11111111-1111-1111-1111-111111111112
ed31afdc-4a81-4b6b-9edb-220808fecde5,engine,ˈendʒɪn,11111111-1111-1111-1111-111111111112
94b85866-8c36-4fc0-8945-d52d590d3b5e,engineer,ˌendʒɪˈnɪr,11111111-1111-1111-1111-111111111113
14560901-25e5-4331-bc8f-405ab715b6ac,enjoy,ɪnˈdʒɔɪ,11111111-1111-1111-1111-111111111111
678c18f7-6e31-4f2e-aa67-e1c145820c20,enough,ɪˈnʌf,11111111-1111-1111-1111-111111111112
3f7dc4c5-4dd1-424e-9909-6ea769092199,enter,ˈentər,11111111-1111-1111-1111-111111111112
810cffe3-1b70-4e68-9b97-ff86d5847e11,entrance,ˈentrəns,11111111-1111-1111-1111-111111111112
47cce47a-02fe-4e9b-bb04-8610077fab70,environment,ɪnˈvaɪrənmənt,11111111-1111-1111-1111-111111111112
a12fb303-0429-42a8-8a3b-13586dfc4a81,environmental,ɪnˌvaɪrənˈmentl,11111111-1111-1111-1111-111111111113
94786564-0c54-496c-9128-7cf137f72b48,equal,ˈiːkwəl,11111111-1111-1111-1111-111111111112
027aeed9-4a79-4634-abe1-6ac8ee820dee,escape,ɪˈskeɪp,11111111-1111-1111-1111-111111111112
c24756d3-75ad-4fd9-91b2-9b7e60884a67,especially,ɪˈspeʃəli,11111111-1111-1111-1111-111111111112
c0e44bb3-71a1-42c4-9535-1711a69a7d43,even,ˈiːvən,11111111-1111-1111-1111-111111111112
a585276f-fac7-4e62-a4d6-e5afc0236b95,evening,ˈiːvnɪŋ,11111111-1111-1111-1111-111111111111
9e26a419-562a-4690-b22a-db61e8547566,event,ɪˈvɛnt,11111111-1111-1111-1111-111111111112
95b0739a-30d2-4c4c-aae2-2a5ee317e2c4,ever,ˈevər,11111111-1111-1111-1111-111111111112
165a4b83-0bf8-49f3-aebd-db2c10a3290d,every,ˈevri,11111111-1111-1111-1111-111111111111
d29ecfa6-a6ef-4823-9cdf-a4ed70bdf66b,everybody,ˈevribɑːdi,11111111-1111-1111-1111-111111111111
1bab8168-82a2-4593-b312-5049aa1da41c,everyday,ˈɛvriˌdeɪ,11111111-1111-1111-1111-111111111112
43e7a4f5-ea8b-4ee7-ae10-a2a623790fde,everyone,ˈevriwʌn,11111111-1111-1111-1111-111111111111
e4a64024-c43b-4098-9bdf-75a397cedbba,everything,ˈevriθɪŋ,11111111-1111-1111-1111-111111111111
349275f6-2d81-4864-b0e2-e5581ee8935c,everywhere,ˈevriwer,11111111-1111-1111-1111-111111111112
20c9eb76-8154-46ca-8940-a5f7ee3fdb8d,exact,ɪɡˈzækt,11111111-1111-1111-1111-111111111112
6b39439f-ad20-4685-b29e-becbb798c17f,exactly,ɪɡˈzæktli,11111111-1111-1111-1111-111111111112
558832e1-2c63-484a-bbc6-66ab919e7312,exam,ɪɡˈzæm,11111111-1111-1111-1111-111111111112
aa99e6b5-851a-4c14-bdb8-c9972e3346ce,examination,ɪɡˌzæmɪˈneɪʃən,11111111-1111-1111-1111-111111111113
d698226c-16b6-4002-9df6-1803d06a0a43,example,ɪɡˈzæmpl,11111111-1111-1111-1111-111111111112
eccd8717-0776-488b-860c-fca4f90b280f,except,ɪkˈsept,11111111-1111-1111-1111-111111111112
d4ecf8b2-00d0-429c-992f-19a6e6689994,exchange,ɪkstʃeɪndʒ,11111111-1111-1111-1111-111111111112
aa3c0c19-1d2c-4189-b1c0-8957b338c02a,excite,ɪkˈsaɪt,11111111-1111-1111-1111-111111111112
ce302c4e-1a96-42f7-ba68-fbde0b339287,excited,ɪkˈsaɪtɪd,11111111-1111-1111-1111-111111111112
84c4f012-46d7-469c-ada5-895ce495e4be,exciting,ɪkˈsaɪtɪŋ,11111111-1111-1111-1111-111111111112
47eaf516-ea1b-41f6-8983-88497ec0f288,excuse,ɪkˈskjuːz,11111111-1111-1111-1111-111111111112
c88709b4-bc77-42ca-8278-ebd6c33fedc8,exercise,ˈeksərsaɪz,11111111-1111-1111-1111-111111111111
62529070-c869-41f0-8cb9-ecf5591ce37d,exhibition,ˌeksəˈbɪʃən,11111111-1111-1111-1111-111111111113
2d5030c7-19ae-4b45-ab04-a0a5a403e3c0,exist,ɪɡˈzɪst,11111111-1111-1111-1111-111111111112
fc438f91-6db0-4891-8f2a-17842b76f51b,exit,ˈeɡzɪt,11111111-1111-1111-1111-111111111112
182ef227-374d-47aa-9beb-376357530df4,expect,ɪkˈspekt,11111111-1111-1111-1111-111111111112
363e8a22-79b9-4624-991f-83b86c4aeb4b,expensive,ɪkˈspɛnsɪv,11111111-1111-1111-1111-111111111112
ef43841a-fdb3-49cd-8d8e-cfae172fb6d6,experience,ɪkˈspɪriəns,11111111-1111-1111-1111-111111111112
ce1ecea9-30fc-436f-a88d-018fb0ee8fa4,experienced,ɪkˈspɪriənst,11111111-1111-1111-1111-111111111112
56df8cbf-9bd1-4139-bca1-60d6bdffaf41,experiment,ɪkˈsperɪmənt,11111111-1111-1111-1111-111111111112
2c1e43f1-a22b-4282-abae-7b3c1c201f6a,expert,ˈekspɜːrt,11111111-1111-1111-1111-111111111113
cef9ec25-6ff9-4ca4-9861-ada740200c7d,explain,ɪkˈspleɪn,11111111-1111-1111-1111-111111111112
1784923f-5bbf-4745-aa98-8650191b5920,explanation,ˌɛkspləˈneɪʃən,11111111-1111-1111-1111-111111111112
b2ba2db1-73f1-4835-b01a-151dbb268942,exploration,ˌekspləˈreɪʃən,11111111-1111-1111-1111-111111111113
f2e16243-cba1-4721-a207-6036a1e58dcb,explore,ɪkˈsplɔːr,11111111-1111-1111-1111-111111111112
86e20168-4f9c-4cd1-93f4-74afdecb5360,export,ɪkˈspɔːrt,11111111-1111-1111-1111-111111111113
b1b8bd4f-f2cf-49bd-ac40-c003e1576bca,express,ɪkˈspres,11111111-1111-1111-1111-111111111112
b0c75cdf-a33f-4817-a250-f0d4596f0ef2,expression,ɪkˈspreʃən,11111111-1111-1111-1111-111111111112
4b4d3132-e391-47cb-ac55-3d72f4fdc576,extra,ˈekstrə,11111111-1111-1111-1111-111111111112
15ad71ff-3746-4f64-a842-9677927265cf,eye,aɪ,11111111-1111-1111-1111-111111111111
b5513526-b73c-47c8-afa2-f85ac61158d6,face,feɪs,11111111-1111-1111-1111-111111111111
274f50bf-46cb-405f-bcb4-0c8e407117b4,fact,fækt,11111111-1111-1111-1111-111111111112
bb5508e0-1b35-4788-a36f-e898c1a1b964,factory,ˈfæktəri,11111111-1111-1111-1111-111111111113
003461e5-54df-44f7-8ee0-edffdbd777be,fail,feɪl,11111111-1111-1111-1111-111111111112
08ff37ec-18a3-4964-b303-8717ea7cbaa5,fall,fɔl,11111111-1111-1111-1111-111111111111
00ad9a9e-528f-479d-b5f5-e397f3a1474b,false,fɔls,11111111-1111-1111-1111-111111111112
0f729ddd-322c-4590-ae13-b37bbca15f5d,family,ˈfæməli,11111111-1111-1111-1111-111111111111
cc9fecb4-18bb-4cb4-b5dc-7f7de493192b,famous,ˈfeɪməs,11111111-1111-1111-1111-111111111112
ef7b1bef-5a05-4d51-9782-a9d0f44c90cd,fan,fæn,11111111-1111-1111-1111-111111111112
1aeddbe0-13a8-4e40-9a75-4d436207d2ae,far,fɑːr,11111111-1111-1111-1111-111111111111
2f80e19b-006c-40ab-bb48-4b75d882f1c8,farm,fɑːrm,11111111-1111-1111-1111-111111111112
50fa3acc-5516-42ab-9d0f-58fe3ebe5fb6,farmer,ˈfɑːrmər,11111111-1111-1111-1111-111111111112
d6782c55-4697-45a9-8c76-69d9c1724dc4,fast,fæst,11111111-1111-1111-1111-111111111111
4b5ad1b6-59bc-48fd-ac9f-fc1a810af81a,fat,fæt,11111111-1111-1111-1111-111111111112
71c84030-aea6-4d8a-808b-72f5d35ce5a9,father,ˈfɑːðər,11111111-1111-1111-1111-111111111111
87036710-b777-4249-af0a-f7f1bf2e28a2,favorite,ˈfeɪvərɪt,11111111-1111-1111-1111-111111111111
70646cac-8e93-43b2-9980-1cea1f55ae69,fear,fɪr,11111111-1111-1111-1111-111111111112
ca8b2322-9333-4ead-ba95-50e0118f2b99,fee,fiː,11111111-1111-1111-1111-111111111113
35795622-38e4-46dc-8346-d2ba1dbf53b9,feed,fiːd,11111111-1111-1111-1111-111111111112
28bc48d3-e579-477d-816a-64f49a4d87f7,feel,fil,11111111-1111-1111-1111-111111111111
6c25d1f9-4a29-46fb-b382-bd4568fe9156,feeling,ˈfiːlɪŋ,11111111-1111-1111-1111-111111111111
7bed9848-90ca-414f-b5e4-b4893b1ee548,female,ˈfiːmeɪl,11111111-1111-1111-1111-111111111112
36bfa267-16c4-447d-828a-31aeb0fa8512,fence,fɛns,11111111-1111-1111-1111-111111111113
e5e2fb78-704c-47c8-83e1-90dfcfecac33,festival,ˈfɛstəvəl,11111111-1111-1111-1111-111111111112
ddaa6023-273a-4f2d-93bb-1eda0664b005,fever,ˈfiːvər,11111111-1111-1111-1111-111111111112
4d19a619-9548-4a73-a254-c110126ba76f,few,fjuː,11111111-1111-1111-1111-111111111112
57afe29d-0e4e-4386-b8cf-4077c2108d05,fiction,ˈfɪkʃən,11111111-1111-1111-1111-111111111113
bddbbe60-553e-41cd-9839-f59886ccf095,field,fild,11111111-1111-1111-1111-111111111112
87f484d2-548d-4b62-8a02-03427ff14583,fifteen,ˌfɪfˈtin,11111111-1111-1111-1111-111111111112
e0311898-3a08-4717-9eef-bc3c82976668,fifteenth,ˌfɪfˈtiːnθ,11111111-1111-1111-1111-111111111113
ba88454a-7d72-4b01-ab8a-8f0add19ba3a,fifth,fɪfθ,11111111-1111-1111-1111-111111111112
38a728f1-76e9-4f5d-a28c-45170e5c92ac,fiftieth,ˈfɪftiəθ,11111111-1111-1111-1111-111111111113
661124cf-b858-4af5-9432-7859b7cde5e0,fifty,ˈfɪfti,11111111-1111-1111-1111-111111111112
1fc22a65-55ec-4b11-8ea2-f3016dae0d77,fight,faɪt,11111111-1111-1111-1111-111111111112
b90be8c9-1938-4341-8427-19479f04a23f,figure,ˈfɪɡjər,11111111-1111-1111-1111-111111111112
a984b5f4-d739-4499-8caa-0b857bf76662,fill,fɪl,11111111-1111-1111-1111-111111111111
06383ce4-5fe8-4c3f-9257-eac4673d92c4,film,fɪlm,11111111-1111-1111-1111-111111111112
f8a7f0d9-002b-42b7-bef2-3881a4b0b885,final,ˈfaɪnl,11111111-1111-1111-1111-111111111112
97661e4e-18ed-4e79-8f95-75baad42a6dc,finally,ˈfaɪnəli,11111111-1111-1111-1111-111111111112
7925390d-779f-4e86-bde7-da33f7fd80d9,find,faɪnd,11111111-1111-1111-1111-111111111111
caf327f1-d639-4adc-a52a-cc267498a265,fine,faɪn,11111111-1111-1111-1111-111111111111
b0c9222c-0ed5-4c7e-8909-fdf440dfb3ba,finger,ˈfɪŋɡər,11111111-1111-1111-1111-111111111112
71c625e9-f3eb-469d-a198-c9ae40a525bb,finish,ˈfɪnɪʃ,11111111-1111-1111-1111-111111111111
b89b1974-0305-4029-9f1a-e0c2b86bdfcc,fire,faɪər,11111111-1111-1111-1111-111111111112
46382259-ae4e-45a2-b401-44d01fdb26d0,firework,ˈfaɪərwɜːrk,11111111-1111-1111-1111-111111111113
38ac5f76-2e14-44e1-ba81-c972dd929df1,first,fɝːst,11111111-1111-1111-1111-111111111111
36e71a9e-74fd-4ef6-a55d-422eb0a70495,fish,fɪʃ,11111111-1111-1111-1111-111111111111
b4715b45-94be-444c-980c-635fa79b57b5,fisherman,ˈfɪʃərmən,11111111-1111-1111-1111-111111111113
b6221806-01da-4c82-bc7f-4b77da23cd3e,fishing,ˈfɪʃɪŋ,11111111-1111-1111-1111-111111111112
18d8f0b2-5d7d-4581-a639-aea020d3365b,fit,fɪt,11111111-1111-1111-1111-111111111112
5e74cb66-9d1d-4317-b7fe-c74016aaab6d,five,faɪv,11111111-1111-1111-1111-111111111111
6976bbd9-2a7c-4f0c-97c9-cc0ef75ae8d1,fix,fɪks,11111111-1111-1111-1111-111111111112
c6f43bb0-17f5-4fb5-99d7-b8de551c8232,flat,flæt,11111111-1111-1111-1111-111111111112
